,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,Predicted Status
314,19292,Operations,region_13,Master's & above,m,other,1,41,3.0,4,0,0,60,0
315,58780,Technology,region_7,Bachelor's,f,other,1,28,4.0,5,1,0,76,0
316,33674,Sales & Marketing,region_7,Master's & above,f,sourcing,1,32,5.0,7,1,0,53,0
317,17128,Technology,region_8,Bachelor's,m,other,1,25,3.0,3,0,0,77,0
318,28127,Technology,region_13,Below Secondary,f,sourcing,1,24,2.0,2,0,0,85,0
319,42650,Sales & Marketing,region_7,Bachelor's,m,other,1,53,4.0,10,1,0,45,0
320,58393,Sales & Marketing,region_25,Master's & above,m,sourcing,1,38,5.0,12,1,0,49,0
321,72037,Legal,region_22,Bachelor's,m,sourcing,1,31,3.0,3,0,0,62,0
322,33736,Sales & Marketing,region_2,Bachelor's,f,other,2,51,3.0,17,0,0,52,0
323,51260,Operations,region_14,Master's & above,m,sourcing,1,42,3.0,4,0,0,59,1
324,21326,Operations,region_2,Master's & above,m,other,1,56,5.0,16,1,0,59,0
325,7784,Sales & Marketing,region_4,Bachelor's,m,other,1,48,4.0,9,0,0,46,0
326,33540,Procurement,region_2,Master's & above,m,sourcing,1,56,3.0,2,1,0,65,0
327,14669,Technology,region_26,Bachelor's,m,referred,1,27,,1,0,0,79,0
328,53267,R&D,region_26,Bachelor's,m,other,1,31,4.0,6,0,0,84,0
329,51294,Procurement,region_22,Master's & above,m,sourcing,2,33,3.0,3,0,0,72,0
330,4208,Technology,region_7,Master's & above,m,referred,1,36,4.0,4,1,0,80,0
331,64266,Procurement,region_11,Master's & above,f,other,1,38,5.0,4,1,0,70,1
332,57995,Procurement,region_5,Bachelor's,m,other,1,36,2.0,4,0,0,64,0
333,76317,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,50,4.0,21,1,0,49,0
334,32169,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,40,1.0,3,0,0,47,0
335,22403,Finance,region_28,Below Secondary,f,other,1,26,1.0,2,1,0,54,0
336,18775,Operations,region_20,Bachelor's,m,sourcing,1,27,3.0,3,0,0,58,0
337,7007,Sales & Marketing,region_27,Master's & above,m,other,1,54,5.0,21,0,0,53,0
338,58836,Finance,region_26,Bachelor's,f,other,1,29,4.0,7,0,0,67,0
339,67403,Procurement,region_2,Bachelor's,m,sourcing,3,31,4.0,4,0,0,67,0
340,34371,Technology,region_2,Master's & above,m,other,2,45,5.0,15,0,0,75,1
341,17603,Analytics,region_26,Bachelor's,m,sourcing,1,29,,1,0,0,84,0
342,72636,Procurement,region_22,Master's & above,m,other,1,39,3.0,5,0,0,70,0
343,44193,Sales & Marketing,region_22,Bachelor's,m,other,1,20,,1,0,0,49,0
344,41162,Sales & Marketing,region_22,Bachelor's,m,other,1,28,5.0,2,0,0,51,1
345,42939,Sales & Marketing,region_30,Bachelor's,m,other,1,42,3.0,4,0,0,51,0
346,37227,Operations,region_7,Bachelor's,m,other,1,33,4.0,3,0,0,58,0
347,34986,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,33,3.0,4,0,0,52,1
348,10473,Finance,region_2,Bachelor's,m,sourcing,1,25,5.0,2,0,0,57,0
349,42833,Operations,region_31,Bachelor's,m,other,1,29,3.0,2,0,0,57,1
350,39224,Technology,region_27,Bachelor's,m,other,1,28,5.0,2,0,1,95,0
351,34148,Procurement,region_13,Master's & above,m,other,1,33,4.0,3,1,0,70,1
352,65558,HR,region_15,Bachelor's,m,sourcing,1,32,3.0,6,0,0,52,0
353,63986,Operations,region_20,Master's & above,f,other,1,32,3.0,5,0,0,57,1
354,31641,Analytics,region_2,Bachelor's,m,other,1,37,3.0,4,1,0,81,0
355,45087,Sales & Marketing,region_31,Bachelor's,m,other,1,35,5.0,8,0,0,50,0
356,63354,Technology,region_2,,f,other,1,56,3.0,12,0,0,79,0
357,41610,Procurement,region_1,Bachelor's,m,other,3,28,3.0,2,0,0,70,1
358,10376,Analytics,region_31,Bachelor's,m,other,1,39,3.0,10,0,0,86,0
359,11414,Operations,region_27,Master's & above,m,other,1,40,4.0,11,0,0,59,1
360,32884,Sales & Marketing,region_2,Master's & above,m,other,2,36,4.0,9,1,0,47,0
361,71007,Technology,region_26,Bachelor's,m,other,1,36,3.0,11,0,0,82,0
362,43891,Analytics,region_26,Bachelor's,m,other,1,30,2.0,5,0,0,88,0
363,26769,Legal,region_13,Bachelor's,m,sourcing,1,43,3.0,9,0,0,59,0
364,23022,Operations,region_4,Bachelor's,f,sourcing,1,39,2.0,11,0,0,70,0
365,56684,Operations,region_7,Master's & above,f,other,3,32,4.0,6,0,0,62,0
366,24951,Operations,region_15,Bachelor's,m,other,1,43,4.0,11,1,0,58,0
367,8810,Operations,region_2,Bachelor's,f,sourcing,1,34,4.0,6,1,0,60,0
368,77266,Analytics,region_15,Bachelor's,m,sourcing,1,29,,1,1,0,89,0
369,33334,Sales & Marketing,region_22,Bachelor's,m,other,1,47,4.0,9,0,0,52,1
370,29911,Analytics,region_4,Master's & above,m,other,1,38,1.0,9,1,1,85,0
371,42142,Operations,region_30,Bachelor's,f,sourcing,1,30,3.0,6,0,0,58,0
372,29467,Sales & Marketing,region_27,Bachelor's,f,other,1,29,3.0,3,0,0,47,0
373,11784,Procurement,region_16,Bachelor's,m,other,1,36,3.0,9,0,0,66,0
374,29776,Operations,region_22,Master's & above,m,other,1,40,5.0,7,0,0,56,0
375,10563,Legal,region_11,Bachelor's,m,sourcing,1,33,4.0,3,0,0,60,0
376,6736,Operations,region_22,Bachelor's,f,sourcing,1,35,2.0,5,0,0,54,0
377,441,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,23,5.0,2,1,0,54,0
378,14980,Finance,region_22,Bachelor's,m,other,3,26,5.0,2,1,0,60,1
379,13549,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,38,3.0,8,0,0,48,0
380,1348,Analytics,region_22,Master's & above,m,sourcing,1,38,3.0,10,0,0,90,0
381,14948,Technology,region_15,Bachelor's,m,sourcing,1,29,1.0,6,0,0,82,1
382,12723,Sales & Marketing,region_27,,m,sourcing,1,23,,1,0,0,50,0
383,22827,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,41,3.0,4,0,0,51,0
384,30527,Procurement,region_24,Bachelor's,m,other,1,29,1.0,1,0,0,72,0
385,38928,Sales & Marketing,region_5,Bachelor's,m,sourcing,2,29,1.0,2,0,0,50,0
386,17420,Sales & Marketing,region_9,Master's & above,m,other,1,31,3.0,9,0,0,51,1
387,72878,Procurement,region_17,Master's & above,f,other,1,56,3.0,4,0,0,70,0
388,43657,Sales & Marketing,region_26,,m,other,1,24,4.0,3,0,0,50,1
389,38588,Procurement,region_22,Master's & above,m,other,1,50,3.0,15,0,0,67,1
390,55236,Legal,region_2,Master's & above,m,sourcing,1,36,5.0,4,1,0,57,0
391,339,Sales & Marketing,region_13,Bachelor's,m,other,1,36,5.0,10,1,0,46,1
392,30270,Operations,region_2,Bachelor's,f,sourcing,1,42,5.0,14,1,0,64,0
393,52076,Sales & Marketing,region_15,,m,sourcing,1,45,1.0,14,0,0,55,0
394,36458,Sales & Marketing,region_4,Bachelor's,m,other,1,30,3.0,2,1,0,46,0
395,27999,Analytics,region_6,Bachelor's,m,sourcing,1,28,5.0,2,1,0,86,0
396,57114,Operations,region_22,Master's & above,f,sourcing,1,46,3.0,16,0,0,62,1
397,25603,Technology,region_16,Master's & above,f,other,1,55,4.0,14,0,0,75,0
398,71930,HR,region_28,Master's & above,m,sourcing,1,35,5.0,10,1,0,50,1
399,23945,Sales & Marketing,region_2,Bachelor's,f,other,1,58,3.0,2,1,1,48,1
400,22469,Analytics,region_28,Master's & above,m,sourcing,1,35,5.0,7,0,0,85,0
401,34891,Operations,region_29,Bachelor's,m,other,1,30,1.0,7,0,0,58,0
402,17506,Technology,region_7,Bachelor's,m,sourcing,2,27,5.0,4,1,0,82,0
403,32124,Analytics,region_32,Bachelor's,f,sourcing,1,29,1.0,4,0,0,87,0
404,48160,Analytics,region_31,Bachelor's,m,other,1,34,1.0,3,0,0,87,0
405,30792,Sales & Marketing,region_4,Master's & above,m,other,1,40,3.0,2,1,0,49,0
406,76840,Sales & Marketing,region_26,Master's & above,m,sourcing,1,33,5.0,4,1,0,47,0
407,27844,Finance,region_2,Master's & above,f,other,3,40,3.0,4,0,0,56,0
408,32595,Sales & Marketing,region_15,Bachelor's,m,other,1,34,1.0,6,0,0,49,0
409,68808,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,25,,1,0,0,47,0
410,66391,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,4.0,6,1,0,47,0
411,18212,Sales & Marketing,region_33,Bachelor's,m,sourcing,4,29,3.0,8,0,1,51,0
412,51051,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,41,4.0,4,0,0,60,0
413,60375,Finance,region_2,Master's & above,m,sourcing,1,43,5.0,15,0,0,74,0
414,8495,Sales & Marketing,region_13,Master's & above,m,other,1,36,1.0,5,0,0,54,0
415,61193,Legal,region_22,Below Secondary,m,other,1,26,,1,1,0,63,1
416,18612,Sales & Marketing,region_22,,m,other,1,26,,1,0,0,48,0
417,50665,Procurement,region_16,Bachelor's,f,sourcing,1,38,4.0,6,0,0,72,0
418,50512,Technology,region_7,Master's & above,f,other,1,37,4.0,8,0,0,82,1
419,6621,Operations,region_33,Bachelor's,m,sourcing,1,35,4.0,8,0,0,59,0
420,10992,HR,region_22,Bachelor's,f,referred,1,29,5.0,6,1,0,45,0
421,10742,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,42,3.0,3,0,0,57,0
422,33326,Technology,region_31,Master's & above,m,other,1,35,2.0,10,0,0,81,0
423,28711,Finance,region_15,Bachelor's,m,other,1,30,5.0,7,1,0,54,0
424,16466,Operations,region_15,Bachelor's,m,sourcing,1,33,5.0,6,0,0,63,1
425,71692,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,29,4.0,3,0,0,43,0
426,60158,Operations,region_16,Below Secondary,f,other,1,22,,1,1,0,62,0
427,5296,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,27,1.0,3,0,0,47,0
428,1415,Technology,region_2,Bachelor's,m,other,1,24,,1,0,0,76,0
429,376,R&D,region_16,Bachelor's,m,other,1,36,3.0,7,1,1,86,0
430,11139,Procurement,region_2,Bachelor's,f,other,1,34,5.0,8,1,0,68,0
431,21667,Technology,region_33,Master's & above,m,sourcing,1,40,1.0,4,0,0,80,0
432,52771,Sales & Marketing,region_25,Bachelor's,f,other,1,27,4.0,3,0,0,46,0
433,30283,Analytics,region_5,Bachelor's,m,other,1,31,5.0,4,0,0,88,0
434,33431,Sales & Marketing,region_25,Master's & above,m,sourcing,1,34,3.0,3,0,0,49,0
435,10860,R&D,region_7,Bachelor's,m,other,1,32,3.0,2,1,0,85,0
436,76614,Technology,region_30,Bachelor's,f,sourcing,1,29,,1,0,0,83,0
437,52246,Sales & Marketing,region_2,Bachelor's,f,other,1,28,2.0,5,1,1,45,1
438,16337,Procurement,region_10,Master's & above,f,other,1,44,3.0,16,0,0,68,1
439,21160,Technology,region_26,Bachelor's,m,sourcing,1,26,5.0,4,1,0,94,0
440,30888,Operations,region_2,Bachelor's,f,other,1,27,1.0,2,0,0,64,0
441,41543,Operations,region_31,Bachelor's,f,other,1,38,3.0,3,0,0,60,0
442,68619,Technology,region_20,Bachelor's,m,sourcing,1,30,4.0,4,0,0,80,0
443,46124,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,29,,1,1,0,54,0
444,9454,Procurement,region_5,Bachelor's,m,sourcing,2,40,3.0,2,1,0,67,0
445,48316,Sales & Marketing,region_2,Master's & above,m,other,1,35,5.0,11,1,0,51,0
446,61103,Technology,region_2,Master's & above,f,other,1,42,4.0,17,0,0,78,0
447,46772,R&D,region_22,Master's & above,m,other,1,39,4.0,9,0,0,84,0
448,62688,Sales & Marketing,region_32,Bachelor's,f,other,1,31,4.0,4,0,0,45,0
449,53821,Technology,region_2,Bachelor's,f,sourcing,3,29,,1,1,0,80,0
450,67083,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,31,4.0,4,0,0,52,0
451,10508,Operations,region_4,Bachelor's,m,sourcing,2,31,5.0,3,1,0,64,0
452,42182,Analytics,region_29,Bachelor's,f,other,1,31,4.0,3,1,0,81,0
453,51295,Operations,region_22,Master's & above,f,other,2,41,5.0,8,0,0,71,1
454,26017,Procurement,region_7,Master's & above,f,other,1,35,2.0,3,0,0,70,1
455,38656,Operations,region_15,Bachelor's,m,sourcing,1,33,1.0,2,0,0,62,0
456,1210,Sales & Marketing,region_16,Master's & above,f,other,2,35,3.0,5,0,0,46,0
457,52205,Technology,region_33,Master's & above,m,other,1,41,2.0,9,0,0,77,1
458,18776,Operations,region_16,Master's & above,m,sourcing,1,38,5.0,9,1,0,58,0
459,39588,Operations,region_32,Bachelor's,m,other,1,31,4.0,5,0,0,55,0
460,2066,Technology,region_2,Bachelor's,m,sourcing,1,29,3.0,6,0,0,81,0
461,7952,HR,region_2,Master's & above,m,other,1,45,4.0,7,0,0,52,0
462,28286,Operations,region_11,Bachelor's,m,sourcing,1,36,1.0,9,0,0,54,0
463,15837,Sales & Marketing,region_22,Bachelor's,m,other,2,29,5.0,2,0,0,45,1
464,41908,Sales & Marketing,region_21,Master's & above,m,sourcing,1,44,4.0,4,1,0,50,1
465,28766,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,32,1.0,3,0,0,46,1
466,35922,Operations,region_2,Bachelor's,f,other,1,41,3.0,5,0,0,60,0
467,44582,Operations,region_7,Bachelor's,f,other,2,29,,1,0,0,61,0
468,42485,Technology,region_13,Bachelor's,f,other,1,30,5.0,4,1,0,81,0
469,71289,Analytics,region_15,Bachelor's,m,other,1,29,,1,0,0,83,0
470,47556,Sales & Marketing,region_12,Bachelor's,m,other,1,27,5.0,3,1,0,52,0
471,27264,Procurement,region_2,Bachelor's,m,other,1,24,,1,1,0,66,0
472,50266,Analytics,region_30,Bachelor's,m,sourcing,1,30,5.0,5,1,0,86,0
473,77122,Operations,region_28,Master's & above,m,other,1,34,5.0,5,0,0,63,0
474,45635,Sales & Marketing,region_7,Bachelor's,f,other,2,32,3.0,2,0,0,44,1
475,57502,Procurement,region_11,Bachelor's,f,other,1,31,4.0,3,0,0,74,0
476,26262,Sales & Marketing,region_14,Bachelor's,m,other,1,35,3.0,7,0,0,56,0
477,74374,Operations,region_17,Bachelor's,m,sourcing,1,31,3.0,10,0,0,59,0
478,34661,Analytics,region_22,Bachelor's,m,other,1,30,2.0,5,1,0,84,0
479,38450,Procurement,region_2,Master's & above,f,sourcing,1,54,5.0,11,1,0,71,0
480,31134,Sales & Marketing,region_13,Bachelor's,m,other,1,33,4.0,8,1,0,54,0
481,27968,Operations,region_2,Master's & above,m,sourcing,2,36,4.0,2,0,0,57,0
482,36271,Technology,region_6,Bachelor's,f,other,1,34,2.0,6,0,0,76,0
483,3316,Legal,region_2,Bachelor's,m,sourcing,1,60,3.0,12,0,0,58,0
484,35219,Sales & Marketing,region_26,Bachelor's,m,other,1,37,3.0,5,0,0,51,1
485,52701,Operations,region_10,Master's & above,f,sourcing,2,34,3.0,7,0,0,60,0
486,8654,Operations,region_29,Bachelor's,m,sourcing,1,28,4.0,2,0,0,60,0
487,7551,Technology,region_13,Bachelor's,m,other,2,37,2.0,4,0,0,83,1
488,18778,Operations,region_2,Bachelor's,f,sourcing,1,52,5.0,11,0,0,63,0
489,74667,Sales & Marketing,region_2,,f,sourcing,1,36,3.0,7,0,0,49,0
490,57527,Analytics,region_34,Bachelor's,m,sourcing,2,27,4.0,2,0,0,86,0
491,1726,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,33,3.0,2,0,0,48,0
492,60191,Operations,region_22,Master's & above,m,other,1,46,5.0,15,0,0,60,0
493,30623,Sales & Marketing,region_16,Bachelor's,m,other,1,32,2.0,4,1,0,53,0
494,67366,Procurement,region_2,Master's & above,f,sourcing,3,42,3.0,4,1,0,68,1
495,38917,Sales & Marketing,region_1,,m,other,1,28,4.0,5,0,0,49,1
496,15689,R&D,region_22,Master's & above,m,sourcing,1,31,5.0,5,1,0,86,0
497,18286,Procurement,region_2,Bachelor's,m,sourcing,1,43,3.0,5,1,0,66,0
498,63660,Procurement,region_31,Bachelor's,f,sourcing,1,35,3.0,8,1,0,70,1
499,32232,Sales & Marketing,region_2,Bachelor's,f,other,1,54,4.0,12,0,0,49,0
500,56976,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,40,3.0,5,0,0,47,0
501,64644,Operations,region_1,Master's & above,f,other,1,32,5.0,7,1,0,61,0
502,39204,Analytics,region_24,Bachelor's,m,other,1,32,4.0,8,1,0,83,0
503,47141,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,41,5.0,12,0,0,52,0
504,26883,Analytics,region_27,Bachelor's,m,sourcing,3,29,5.0,5,0,0,87,0
505,9890,Finance,region_2,Bachelor's,m,other,3,25,,1,0,0,60,0
506,50095,Sales & Marketing,region_31,Bachelor's,m,other,1,28,3.0,5,0,0,49,0
507,16145,Sales & Marketing,region_7,Bachelor's,m,other,1,36,3.0,10,0,0,51,0
508,24190,Technology,region_2,Bachelor's,m,other,1,55,3.0,15,0,0,78,0
509,17777,Sales & Marketing,region_4,Master's & above,m,other,1,39,3.0,6,0,0,53,0
510,3339,Technology,region_2,Bachelor's,m,sourcing,1,59,3.0,18,0,0,78,0
511,11436,Analytics,region_21,Bachelor's,m,sourcing,1,27,3.0,2,0,0,82,0
512,40457,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,34,4.0,8,1,0,55,0
513,4730,Technology,region_26,Bachelor's,f,other,1,29,4.0,2,1,0,85,0
514,10380,Legal,region_22,Bachelor's,m,other,1,32,1.0,4,0,0,57,0
515,6891,Analytics,region_22,Master's & above,m,other,1,31,4.0,4,0,0,82,0
516,40575,Procurement,region_5,Bachelor's,f,sourcing,1,32,3.0,9,0,0,70,0
517,60937,Technology,region_2,Master's & above,m,sourcing,1,40,3.0,11,0,0,82,0
518,50037,Analytics,region_2,,m,other,1,28,1.0,3,0,0,82,0
519,3066,Sales & Marketing,region_5,Master's & above,m,sourcing,1,37,4.0,8,0,0,49,0
520,18712,Operations,region_31,Bachelor's,f,sourcing,1,27,1.0,2,0,0,56,0
521,68494,Operations,region_4,Bachelor's,m,other,1,29,3.0,3,0,0,57,0
522,74119,Sales & Marketing,region_25,Bachelor's,m,other,1,32,5.0,9,1,0,48,0
523,76254,Procurement,region_22,Master's & above,m,sourcing,4,39,3.0,16,0,0,73,0
524,49402,Sales & Marketing,region_15,Bachelor's,m,other,1,35,4.0,7,0,0,50,0
525,8141,Technology,region_2,Bachelor's,m,other,1,34,2.0,6,0,0,77,0
526,3076,Operations,region_26,Bachelor's,f,other,1,34,4.0,7,1,0,58,0
527,14390,Technology,region_23,Master's & above,f,sourcing,1,35,3.0,8,0,0,78,0
528,66964,Procurement,region_5,Bachelor's,f,sourcing,2,32,3.0,2,0,0,72,0
529,67091,Technology,region_26,Bachelor's,f,sourcing,1,37,1.0,7,0,0,84,1
530,13164,Technology,region_5,Master's & above,m,sourcing,1,34,3.0,7,1,0,82,1
531,21190,Sales & Marketing,region_31,Bachelor's,m,other,3,30,1.0,3,0,0,51,0
532,21432,Operations,region_19,Bachelor's,f,other,2,40,5.0,10,0,0,62,1
533,2096,Sales & Marketing,region_22,Bachelor's,f,sourcing,3,29,4.0,5,0,0,52,0
534,53808,Sales & Marketing,region_13,Master's & above,m,sourcing,1,56,5.0,22,0,0,46,0
535,9751,Sales & Marketing,region_21,Bachelor's,m,other,2,26,,1,1,0,50,0
536,59105,Operations,region_31,Bachelor's,m,sourcing,1,33,5.0,8,1,0,57,0
537,76796,Procurement,region_2,Bachelor's,f,sourcing,1,30,5.0,3,1,0,70,0
538,49192,Technology,region_22,Bachelor's,f,referred,1,27,3.0,2,0,0,77,0
539,45888,Operations,region_22,Bachelor's,m,other,1,33,3.0,7,0,0,56,0
540,12492,Operations,region_32,Bachelor's,m,other,1,28,,1,0,0,60,0
541,72963,Operations,region_22,Bachelor's,f,other,2,30,3.0,6,0,0,57,0
542,53303,Operations,region_2,,f,sourcing,1,58,4.0,5,1,0,64,0
543,53081,HR,region_2,Bachelor's,f,other,1,36,3.0,3,0,0,46,0
544,23930,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,37,1.0,9,0,0,51,0
545,51938,Operations,region_31,Bachelor's,m,other,1,27,1.0,4,0,0,61,0
546,29280,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,49,1.0,19,0,0,52,1
547,7689,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,5.0,4,0,0,48,0
548,16924,Operations,region_13,Master's & above,f,other,2,34,5.0,5,0,1,75,0
549,40162,Analytics,region_15,Bachelor's,m,sourcing,1,23,,1,0,0,85,0
550,8648,Sales & Marketing,region_20,Master's & above,m,other,1,42,5.0,5,0,0,47,1
551,57036,Sales & Marketing,region_22,Bachelor's,m,other,1,26,2.0,3,1,0,44,0
552,69859,Sales & Marketing,region_2,Bachelor's,f,other,1,37,1.0,3,1,0,46,0
553,31492,Analytics,region_25,Bachelor's,m,sourcing,1,27,3.0,2,1,0,85,0
554,3964,Sales & Marketing,region_16,Bachelor's,m,other,1,36,2.0,7,1,0,49,0
555,20962,Analytics,region_10,Master's & above,m,other,2,35,3.0,2,1,0,85,0
556,16434,Operations,region_22,Bachelor's,f,sourcing,1,34,5.0,7,0,0,61,0
557,28860,Technology,region_2,Master's & above,m,sourcing,1,34,3.0,8,0,0,81,0
558,28665,Sales & Marketing,region_13,Master's & above,m,sourcing,1,51,1.0,22,0,0,54,0
559,1561,HR,region_16,Bachelor's,m,sourcing,1,31,4.0,6,0,0,54,0
560,72856,Operations,region_8,Bachelor's,f,other,1,44,3.0,3,0,0,58,0
561,28596,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,26,2.0,4,0,0,52,1
562,52840,Operations,region_34,Bachelor's,m,sourcing,1,28,3.0,2,0,0,59,0
563,73807,Procurement,region_2,Master's & above,f,other,1,59,4.0,11,0,0,70,0
564,1089,HR,region_26,Below Secondary,m,other,1,23,5.0,2,0,0,50,0
565,20345,Analytics,region_21,Bachelor's,m,other,2,27,5.0,5,1,0,83,1
566,59325,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,35,5.0,8,0,0,49,0
567,45294,Technology,region_2,Master's & above,m,other,1,58,4.0,18,1,0,76,0
568,61412,Sales & Marketing,region_4,Bachelor's,m,other,1,35,2.0,4,0,0,53,0
569,29033,Analytics,region_31,Bachelor's,m,sourcing,1,30,4.0,4,1,0,91,1
570,41735,Sales & Marketing,region_1,Master's & above,f,sourcing,2,32,3.0,4,0,0,45,0
571,64996,Analytics,region_22,,m,sourcing,1,27,3.0,3,1,0,84,1
572,10388,Sales & Marketing,region_10,Bachelor's,m,other,1,26,,1,0,0,50,0
573,20001,Operations,region_2,Master's & above,f,referred,1,54,3.0,6,1,0,61,0
574,47942,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,40,1.0,8,0,0,50,0
575,5232,HR,region_22,Bachelor's,f,other,1,29,1.0,2,1,0,52,0
576,7097,HR,region_22,Bachelor's,m,referred,1,29,3.0,2,0,0,50,0
577,61335,Sales & Marketing,region_28,Master's & above,f,other,2,36,5.0,4,0,0,46,0
578,61360,R&D,region_22,Bachelor's,f,other,1,31,4.0,3,0,0,87,0
579,429,Procurement,region_10,Bachelor's,f,other,1,28,,1,1,0,65,0
580,54187,Sales & Marketing,region_14,Bachelor's,m,other,1,34,3.0,8,0,0,53,0
581,18493,Analytics,region_7,Bachelor's,m,other,1,33,5.0,5,0,0,82,0
582,23130,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,26,4.0,2,0,0,46,0
583,16180,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,33,1.0,6,0,0,46,1
584,5133,R&D,region_22,Bachelor's,m,referred,2,27,5.0,3,1,0,77,0
585,54456,Finance,region_22,Bachelor's,m,other,1,26,3.0,3,1,0,59,0
586,62197,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,28,5.0,3,0,0,51,0
587,50861,Operations,region_22,Master's & above,m,referred,1,34,4.0,10,0,0,63,0
588,40356,Operations,region_31,Bachelor's,m,other,1,42,4.0,11,1,0,58,0
589,68967,Analytics,region_4,Master's & above,m,other,1,49,5.0,13,1,0,85,0
590,49181,Finance,region_27,Bachelor's,m,other,1,37,4.0,9,0,0,59,0
591,19572,Operations,region_22,Master's & above,m,sourcing,1,42,5.0,10,1,0,62,1
592,58731,Procurement,region_30,Master's & above,f,other,1,38,2.0,7,0,0,68,1
593,32167,Procurement,region_17,Bachelor's,f,other,1,28,3.0,3,0,0,71,0
594,3435,Sales & Marketing,region_2,Master's & above,m,sourcing,1,33,5.0,6,0,0,49,0
595,7389,Finance,region_2,Master's & above,m,other,3,42,3.0,12,0,0,58,0
596,44860,Operations,region_7,Master's & above,m,sourcing,1,34,4.0,3,1,0,57,0
597,72065,Operations,region_14,Below Secondary,m,other,1,22,3.0,2,0,0,57,1
598,49353,Legal,region_32,Bachelor's,m,sourcing,1,29,1.0,4,1,0,60,0
599,42688,R&D,region_7,Master's & above,m,other,1,38,3.0,3,1,0,83,0
600,4019,Procurement,region_15,Master's & above,m,sourcing,1,40,5.0,11,0,0,74,0
601,64023,Finance,region_2,Master's & above,m,sourcing,1,38,5.0,8,0,0,58,1
602,30034,Sales & Marketing,region_5,Bachelor's,f,other,1,34,1.0,9,0,0,46,0
603,6907,Analytics,region_28,Master's & above,m,other,2,32,5.0,5,0,0,90,0
604,14810,Technology,region_19,Bachelor's,m,other,1,33,3.0,4,0,0,75,0
605,17629,Sales & Marketing,region_15,Bachelor's,m,other,2,39,3.0,12,0,0,46,0
606,7003,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,41,5.0,11,0,0,54,0
607,59100,Operations,region_19,Bachelor's,m,other,1,34,4.0,7,0,0,55,0
608,73651,Operations,region_13,Master's & above,f,other,1,43,4.0,14,0,0,60,0
609,65300,Sales & Marketing,region_29,Bachelor's,m,other,1,43,3.0,6,0,0,46,1
610,38796,Operations,region_22,Bachelor's,m,sourcing,1,56,3.0,15,0,0,63,0
611,17133,Sales & Marketing,region_17,Bachelor's,f,other,1,28,5.0,4,1,0,46,0
